P_ID,PName,Category,Specs1,Price
PD_21000629,Require,Books,to,228.6
PD_21000630,Able,Books,foreign,258.57
PD_21000631,About,Electronics,book,370.24
PD_21000632,Cultural,Fashion,machine,231.47
PD_21000633,Total,Electronics,forget,87.93
PD_21000634,Economic,Home Appliance,popular,133.75
PD_21000635,Reality,Home Appliance,officer,62.35
PD_21000636,People,Home Appliance,defense,371.89
PD_21000637,Month,Books,purpose,334.9
PD_21000638,Throughout,Electronics,child,424.25
PD_21000639,Audience,Electronics,health,334.02
PD_21000640,Fear,Home Appliance,level,183.98
PD_21000641,Myself,Electronics,meeting,211.59
PD_21000642,Record,Home Appliance,store,299.96
PD_21000643,Industry,Fashion,eat,243.54
PD_21000644,Despite,Fitness,wear,11.7
PD_21000645,Decide,Electronics,surface,326.44
PD_21000646,Can,Fitness,officer,318.17
PD_21000647,Shoulder,Fashion,own,236.2
PD_21000648,Budget,Home Appliance,just,370.49
PD_21000649,Listen,Fitness,manage,48.98
PD_21000650,Positive,Fashion,possible,68.43
PD_21000651,Control,Fitness,show,221.38
PD_21000652,Kitchen,Home Appliance,national,268.6
PD_21000653,Value,Books,radio,21.25
PD_21000654,Society,Electronics,until,131.62
PD_21000655,Bar,Fashion,film,57.0
PD_21000656,Leader,Fitness,argue,64.87
PD_21000657,Enjoy,Fitness,nor,407.36
PD_21000658,Picture,Fitness,single,235.59
PD_21000659,War,Home Appliance,continue,356.49
PD_21000660,Huge,Fashion,senior,394.33
PD_21000661,Far,Electronics,method,447.41
PD_21000662,Budget,Books,help,268.73
PD_21000663,Building,Home Appliance,pattern,350.2
PD_21000664,Art,Fitness,card,29.78
PD_21000665,Campaign,Fitness,teacher,414.68
PD_21000666,Red,Books,wonder,293.54
PD_21000667,Public,Electronics,hear,22.22
PD_21000668,Should,Fitness,call,93.68
PD_21000669,So,Fitness,interest,105.71
PD_21000670,Management,Home Appliance,tough,127.87
PD_21000671,I,Fitness,if,344.14
PD_21000672,West,Books,different,190.97
PD_21000673,Bed,Fitness,center,104.55
PD_21000674,Yet,Home Appliance,three,368.6
PD_21000675,Center,Books,outside,32.22
PD_21000676,Here,Books,treat,136.9
PD_21000677,Size,Home Appliance,choice,92.59
PD_21000678,In,Books,to,83.22
PD_21000679,Blue,Fashion,rule,435.01
PD_21000680,Rise,Electronics,cup,460.38
PD_21000681,Notice,Electronics,left,366.28
PD_21000682,Religious,Fitness,all,110.6
PD_21000683,Little,Fitness,require,405.91
PD_21000684,War,Books,listen,154.97
PD_21000685,Street,Electronics,final,81.08
PD_21000686,Produce,Books,TV,288.8
PD_21000687,South,Fashion,case,119.33
PD_21000688,Always,Books,big,233.28
PD_21000689,Old,Fitness,security,260.0
PD_21000690,Stage,Home Appliance,sometimes,343.57
PD_21000691,Structure,Fashion,treatment,293.92
PD_21000692,Of,Books,understand,35.25
PD_21000693,Arm,Fashion,protect,163.64
PD_21000694,Four,Fashion,worry,429.82
PD_21000695,Test,Fashion,cause,304.38
PD_21000696,Far,Electronics,part,454.31
PD_21000697,Maybe,Fashion,stuff,353.95
PD_21000698,Certain,Fashion,up,157.12
PD_21000699,Themselves,Home Appliance,never,97.07
PD_21000700,Husband,Home Appliance,list,237.31
PD_21000701,Before,Books,human,474.31
PD_21000702,Accept,Fashion,medical,374.61
PD_21000703,Pay,Books,add,135.64
PD_21000704,Answer,Fashion,business,265.96
PD_21000705,Player,Fitness,six,194.98
PD_21000706,Tax,Electronics,at,187.37
PD_21000707,Field,Home Appliance,mouth,404.85
PD_21000708,When,Home Appliance,guy,222.88
PD_21000709,About,Home Appliance,cover,180.24
PD_21000710,Thought,Electronics,serve,353.55
PD_21000711,Region,Electronics,success,185.67
PD_21000712,Fly,Books,when,261.41
PD_21000713,Require,Home Appliance,kind,124.48
PD_21000714,Area,Fitness,community,467.77
PD_21000715,Do,Fitness,present,355.47
PD_21000716,Least,Electronics,true,333.71
PD_21000717,Appear,Home Appliance,begin,357.59
PD_21000718,Agree,Fashion,middle,174.5
PD_21000719,Education,Home Appliance,power,191.79
PD_21000720,Impact,Fitness,age,359.3
PD_21000721,Brother,Fitness,wonder,286.22
PD_21000722,Education,Fitness,voice,420.63
PD_21000723,Onto,Fitness,great,443.19
PD_21000724,Class,Home Appliance,worry,87.64
PD_21000725,Maintain,Fashion,place,454.1
PD_21000726,Will,Electronics,sometimes,77.93
PD_21000727,Trouble,Books,free,204.24
PD_21000728,Common,Home Appliance,environment,177.23
PD_21000729,Figure,Electronics,old,350.75
PD_21000730,Situation,Home Appliance,wonder,59.34
PD_21000731,Firm,Books,check,111.13
PD_21000732,Sport,Fashion,top,137.97
PD_21000733,Recently,Fitness,benefit,337.39
PD_21000734,Eight,Fitness,boy,34.14
PD_21000735,Rate,Fitness,trip,487.26
PD_21000736,Add,Electronics,full,407.83
PD_21000737,Option,Fitness,six,340.35
PD_21000738,Leg,Fashion,exist,66.59
PD_21000739,Blood,Fitness,force,152.95
PD_21000740,Front,Fashion,crime,20.59
PD_21000741,Find,Electronics,cut,126.35
PD_21000742,Hope,Home Appliance,six,271.95
PD_21000743,Final,Fitness,as,381.37
PD_21000744,Prevent,Fitness,least,107.24
PD_21000745,Simple,Fashion,sign,223.24
PD_21000746,Control,Home Appliance,participant,66.67
PD_21000747,Collection,Books,community,331.85
PD_21000748,Small,Electronics,respond,337.38
PD_21000749,Computer,Home Appliance,program,398.26
PD_21000750,Market,Home Appliance,education,59.34
PD_21000751,Smile,Fitness,music,286.27
PD_21000752,Both,Electronics,figure,363.48
PD_21000753,Few,Books,record,343.6
PD_21000754,Than,Books,face,333.48
PD_21000755,Team,Home Appliance,find,67.28
PD_21000756,Reduce,Fitness,Republican,389.97
PD_21000757,Majority,Home Appliance,throw,41.82
PD_21000758,High,Fashion,how,275.82
PD_21000759,Meet,Home Appliance,hear,221.52
PD_21000760,Laugh,Books,now,303.53
PD_21000761,Wide,Books,Congress,191.9
PD_21000762,Material,Electronics,specific,369.7
PD_21000763,Shoulder,Electronics,meeting,479.12
PD_21000764,Hold,Fitness,within,391.23
PD_21000765,Audience,Books,better,31.27
PD_21000766,Walk,Home Appliance,player,18.9
PD_21000767,Peace,Home Appliance,authority,383.5
PD_21000768,Her,Fitness,arrive,208.57
PD_21000769,Try,Home Appliance,television,325.07
PD_21000770,Leave,Electronics,author,210.26
PD_21000771,American,Electronics,economy,175.97
PD_21000772,Reach,Electronics,chair,236.02
PD_21000773,Wind,Fitness,enjoy,206.83
PD_21000774,Probably,Books,official,163.85
PD_21000775,Space,Books,before,306.19
PD_21000776,Close,Fitness,but,388.18
PD_21000777,Movie,Fashion,chair,37.98
PD_21000778,Black,Fitness,true,123.73
PD_21000779,Financial,Fashion,stop,475.41
PD_21000780,Charge,Books,both,416.88
PD_21000781,Provide,Books,leg,466.85
PD_21000782,Assume,Books,at,375.29
PD_21000783,Season,Fashion,kid,305.06
PD_21000784,Pressure,Electronics,spring,318.98
PD_21000785,Fear,Home Appliance,church,116.23
PD_21000786,Appear,Home Appliance,table,295.58
PD_21000787,Social,Electronics,each,296.01
PD_21000788,Out,Fashion,cost,393.95
PD_21000789,Education,Fitness,sport,320.74
PD_21000790,Small,Electronics,assume,449.33
PD_21000791,Decision,Fitness,situation,417.55
PD_21000792,Question,Fashion,black,60.14
PD_21000793,New,Fitness,he,331.63
PD_21000794,Cultural,Books,kitchen,423.87
PD_21000795,Dream,Fitness,word,498.21
PD_21000796,Heart,Fitness,across,478.08
PD_21000797,Leg,Electronics,often,459.0
PD_21000798,Enjoy,Books,ground,59.16
PD_21000799,Cause,Electronics,quite,238.17
PD_21000800,Paper,Fashion,within,457.36
PD_21000801,Pay,Home Appliance,build,31.73
PD_21000802,In,Home Appliance,accept,439.78
PD_21000803,Amount,Fashion,decision,254.95
PD_21000804,Best,Fitness,right,245.76
PD_21000805,Treat,Fitness,gun,360.19
PD_21000806,Oil,Fashion,new,146.06
PD_21000807,Enough,Books,billion,198.94
PD_21000808,White,Fitness,seven,375.65
PD_21000809,City,Books,none,250.12
PD_21000810,Responsibility,Fitness,develop,443.53
PD_21000811,Media,Books,single,362.14
PD_21000812,Today,Books,school,78.45
PD_21000813,Young,Home Appliance,film,86.66
PD_21000814,Much,Books,care,238.7
PD_21000815,Pm,Fashion,article,389.64
PD_21000816,Population,Books,contain,65.37
PD_21000817,Control,Fashion,cold,212.73
PD_21000818,Not,Home Appliance,spend,237.83
PD_21000819,Concern,Books,end,179.9
PD_21000820,Between,Electronics,most,313.14
PD_21000821,Current,Electronics,bag,109.31
PD_21000822,,Fashion,discussion,498.95
PD_21000823,Let,Fitness,thus,105.23
PD_21000824,School,Electronics,whole,326.15
PD_21000825,Address,Fitness,couple,209.3
PD_21000826,Business,Fitness,surface,212.01
PD_21000827,Foot,Fashion,subject,265.75
PD_21000828,Idea,Home Appliance,season,415.9
PD_21000829,Social,Electronics,goal,232.9
PD_21000830,There,Books,address,50.1
PD_21000831,Act,Electronics,though,457.31
PD_21000832,Front,Electronics,tonight,238.41
PD_21000833,Yet,Fashion,avoid,178.99
PD_21000834,Machine,Fitness,rather,126.34
PD_21000835,Into,Books,artist,120.86
PD_21000836,Partner,Fitness,executive,279.47
PD_21000837,Message,Books,yes,37.51
PD_21000838,Anything,Fashion,material,139.77
PD_21000839,Might,Home Appliance,level,189.49
PD_21000840,Use,Home Appliance,risk,176.2
PD_21000841,Table,Home Appliance,front,97.64
PD_21000842,Decision,Home Appliance,drive,13.29
PD_21000843,Believe,Fitness,travel,26.48
PD_21000844,Task,Home Appliance,them,470.08
PD_21000845,Score,Books,suggest,377.92
PD_21000846,Decide,Fashion,care,467.82
PD_21000847,Special,Fashion,ready,62.59
PD_21000848,Ask,Home Appliance,spring,413.2
PD_21000849,Opportunity,Home Appliance,raise,192.16
PD_21000850,Their,Fashion,eye,142.64
PD_21000851,Although,Electronics,agreement,96.56
PD_21000852,Sister,Home Appliance,pick,26.0
PD_21000853,These,Fitness,prove,30.56
PD_21000854,Score,Electronics,create,56.9
PD_21000855,Section,Books,listen,63.13
PD_21000856,Paper,Electronics,color,98.99
PD_21000857,Sort,Fashion,glass,205.69
PD_21000858,Beautiful,Fitness,require,134.03
PD_21000859,Hold,Electronics,not,341.18
PD_21000860,Save,Fashion,mother,279.41
PD_21000861,Travel,Books,order,484.75
PD_21000862,Control,Fashion,success,50.22
PD_21000863,Those,Fashion,political,259.88
PD_21000864,Call,Home Appliance,local,164.34
PD_21000865,Provide,Fashion,here,283.52
PD_21000866,Drive,Fitness,another,266.62
PD_21000867,Mission,Home Appliance,data,55.46
PD_21000868,Must,Books,specific,433.29
PD_21000869,War,Fashion,address,42.49
PD_21000870,Education,Fitness,west,122.76
PD_21000871,Center,Home Appliance,pick,396.4
PD_21000872,Identify,Fashion,item,155.43
PD_21000873,Walk,Books,measure,179.74
PD_21000874,Involve,Electronics,have,454.77
PD_21000875,Center,Fashion,away,410.97
PD_21000876,Edge,Fashion,increase,128.12
PD_21000877,Challenge,Books,consumer,136.25
PD_21000878,Air,Electronics,wife,154.82
PD_21000879,Red,Fashion,high,448.43
PD_21000880,Face,Books,all,244.01
PD_21000881,Ball,Home Appliance,all,86.08
PD_21000882,Administration,Electronics,eat,366.86
PD_21000883,Serve,Home Appliance,shoulder,455.76
PD_21000884,Computer,Electronics,officer,244.42
PD_21000885,Almost,Home Appliance,tell,327.61
PD_21000886,Read,Home Appliance,media,359.73
PD_21000887,Create,Books,network,214.37
PD_21000888,Right,Books,still,427.71
PD_21000889,Teacher,Electronics,billion,338.95
PD_21000890,Book,Home Appliance,while,85.64
PD_21000891,Live,Books,fish,349.54
PD_21000892,Build,Books,set,154.09
PD_21000893,Down,Fitness,generation,455.82
PD_21000894,Democrat,Fashion,easy,217.13
PD_21000895,Power,Fashion,recent,308.87
PD_21000896,Bag,Fitness,call,341.55
PD_21000897,Administration,Home Appliance,white,84.42
PD_21000898,Hope,Home Appliance,spring,441.5
PD_21000899,Believe,Electronics,vote,336.88
PD_21000900,Would,Fitness,ask,194.74
PD_21000901,Condition,Fitness,evening,320.36
PD_21000902,Spend,Books,perform,407.96
PD_21000903,Environment,Fitness,factor,439.03
PD_21000904,,Fitness,could,17.43
PD_21000905,Trouble,Electronics,key,266.41
PD_21000906,Song,Electronics,in,255.3
PD_21000907,Break,Fitness,teacher,168.92
PD_21000908,Speech,Books,raise,70.46
PD_21000909,Boy,Home Appliance,owner,434.05
PD_21000910,See,Fashion,line,464.7
PD_21000911,The,Books,Mr,415.28
PD_21000912,Expect,Home Appliance,suggest,422.38
PD_21000913,Child,Fitness,later,111.95
PD_21000914,Later,Electronics,service,190.56
PD_21000915,Citizen,Electronics,hair,336.04
PD_21000916,Water,Electronics,send,493.38
PD_21000917,Audience,Books,two,490.45
PD_21000918,Record,Home Appliance,want,217.36
PD_21000919,Local,Fitness,determine,12.26
PD_21000920,Drug,Electronics,north,332.77
PD_21000921,Nation,Electronics,world,22.1
PD_21000922,Far,Books,near,162.5
PD_21000923,Central,Electronics,three,299.78
PD_21000924,Answer,Fitness,late,54.52
PD_21000925,Type,Fitness,break,207.85
PD_21000926,Election,Electronics,need,468.4
PD_21000927,Development,Fitness,write,227.75
PD_21000928,Instead,Books,out,345.38
PD_21000929,Material,Fitness,finish,252.15
PD_21000930,Method,Books,cause,423.04
PD_21000931,Real,Fashion,eight,488.81
PD_21000932,Television,Home Appliance,treat,244.32
PD_21000933,Score,Fashion,show,451.01
PD_21000934,Director,Books,century,494.78
PD_21000935,Standard,Books,then,116.99
PD_21000936,Now,Electronics,bill,208.96
PD_21000937,Learn,Books,surface,150.27
PD_21000938,Material,Home Appliance,sit,388.47
PD_21000939,Act,Books,some,369.29
PD_21000940,Two,Books,agree,213.31
PD_21000941,To,Fashion,simple,89.4
PD_21000942,Such,Home Appliance,popular,282.54
PD_21000943,Them,Books,decision,248.62
PD_21000944,Difficult,Books,Democrat,466.67
PD_21000945,Song,Books,color,184.37
PD_21000946,Dinner,Home Appliance,message,350.98
PD_21000947,Require,Home Appliance,factor,33.39
PD_21000948,Team,Fashion,despite,66.28
PD_21000949,Develop,Fitness,material,185.27
PD_21000950,Policy,Home Appliance,anything,73.38
PD_21000951,Dream,Electronics,none,174.82
PD_21000952,Son,Electronics,eight,24.64
PD_21000953,Effect,Books,store,241.25
PD_21000954,Personal,Fitness,choose,255.16
PD_21000955,Theory,Books,daughter,340.74
PD_21000956,Media,Fashion,maybe,219.0
PD_21000957,Least,Home Appliance,others,63.96
PD_21000958,East,Books,age,439.15
PD_21000959,Prepare,Fitness,day,243.19
PD_21000960,Writer,Fitness,matter,499.29
PD_21000961,Evening,Electronics,measure,10.09
PD_21000962,Break,Fitness,decision,261.51
PD_21000963,Project,Books,still,312.4
PD_21000964,Sense,Fitness,big,38.58
PD_21000965,Against,Home Appliance,black,422.13
PD_21000966,Tax,Electronics,notice,131.34
PD_21000967,Memory,Electronics,mission,118.19
PD_21000968,Class,Fashion,medical,496.07
PD_21000969,Thus,Electronics,travel,106.09
PD_21000970,Threat,Fashion,leader,393.28
PD_21000971,Eight,Fitness,apply,262.63
PD_21000972,Style,Fitness,recently,183.81
PD_21000973,Mention,Home Appliance,reveal,98.97
PD_21000974,Beautiful,Electronics,front,30.53
PD_21000975,Sense,Fashion,nation,428.45
PD_21000976,Audience,Fitness,friend,466.85
PD_21000977,Class,Home Appliance,lawyer,432.44
PD_21000978,Question,Home Appliance,its,22.91
PD_21000979,Enter,Fitness,term,237.63
PD_21000980,Measure,Fitness,follow,100.98
PD_21000981,Interview,Electronics,education,468.02
PD_21000982,Give,Home Appliance,black,329.66
PD_21000983,Heavy,Electronics,our,238.61
PD_21000984,Government,Home Appliance,common,420.56
PD_21000985,Table,Home Appliance,success,37.52
PD_21000986,Your,Fashion,stage,278.14
PD_21000987,Tv,Fitness,matter,330.69
PD_21000988,Program,Fitness,item,21.11
PD_21000989,Fight,Home Appliance,first,478.25
PD_21000990,Among,Fitness,also,412.59
PD_21000991,Worry,Books,special,44.89
PD_21000992,Black,Fitness,role,111.4
PD_21000993,Attack,Electronics,subject,111.55
PD_21000994,Type,Books,available,488.18
PD_21000995,Later,Electronics,with,490.52
PD_21000996,Tree,Fitness,phone,232.34
PD_21000997,New,Fashion,buy,471.43
PD_21000998,Color,Electronics,note,417.33
PD_21000999,Audience,Electronics,sound,486.26
PD_21001000,Risk,Electronics,pay,34.77
PD_21001001,Who,Home Appliance,similar,272.5
PD_21001002,Prepare,Electronics,could,118.8
PD_21001003,Region,Books,stop,391.49
PD_21001004,Lead,Electronics,pass,351.59
PD_21001005,Positive,Books,head,361.0
PD_21001006,Policy,Electronics,receive,55.13
PD_21001007,Wind,Fitness,near,477.51
PD_21001008,Prevent,Fashion,raise,262.58
PD_21001009,Challenge,Books,eight,476.37
PD_21001010,Size,Fitness,event,59.05
PD_21001011,Success,Home Appliance,reach,286.48
PD_21001012,Safe,Home Appliance,lawyer,164.25
PD_21001013,Box,Home Appliance,all,258.0
PD_21001014,Laugh,Home Appliance,always,306.91
PD_21001015,Expert,Fashion,security,453.97
PD_21001016,Seven,Electronics,pick,336.97
PD_21001017,Range,Books,church,477.28
PD_21001018,Or,Electronics,whole,230.84
PD_21001019,Write,Fashion,would,61.58
PD_21001020,Yes,Home Appliance,send,318.36
PD_21001021,Start,Fashion,real,157.44
PD_21001022,Radio,Home Appliance,maintain,82.63
PD_21001023,Radio,Home Appliance,blue,10.32
PD_21001024,Democratic,Home Appliance,stage,486.32
PD_21001025,Goal,Electronics,lose,56.64
PD_21001026,Involve,Home Appliance,under,487.71
PD_21001027,Town,Fashion,strong,345.04
PD_21001028,Include,Electronics,process,429.14
PD_21001029,For,Fashion,perform,98.49
PD_21001030,Former,Fitness,seem,123.27
PD_21001031,Glass,Books,upon,357.93
PD_21001032,Represent,Books,laugh,338.65
PD_21001033,Never,Fashion,probably,24.81
PD_21001034,Research,Fitness,ten,292.88
PD_21001035,Loss,Fitness,star,244.96
PD_21001036,Social,Electronics,officer,103.55
PD_21001037,Fight,Fashion,use,235.02
PD_21001038,Well,Home Appliance,amount,77.62
PD_21001039,Property,Fashion,information,413.01
PD_21001040,For,Fashion,long,251.01
PD_21001041,Red,Fashion,hit,62.03
PD_21001042,Consider,Home Appliance,and,16.23
PD_21001043,Anyone,Books,manager,394.46
PD_21001044,Table,Fashion,most,310.25
PD_21001045,Throughout,Home Appliance,structure,26.5
PD_21001046,Stage,Fashion,security,323.84
PD_21001047,At,Books,million,301.67
PD_21001048,Right,Fitness,behind,390.59
PD_21001049,Project,Fitness,participant,405.54
PD_21001050,Fight,Fitness,production,171.28
PD_21001051,Process,Books,say,40.66
PD_21001052,Condition,Fashion,although,116.35
PD_21001053,End,Electronics,quickly,350.91
PD_21001054,Industry,Electronics,ever,43.75
PD_21001055,Common,Electronics,low,165.45
PD_21001056,Season,Books,citizen,141.62
