Tr_ID,Or_ID,Transaction_Mode,Tran_Status
TR_41000602,OR_31002413,Debit Card,Failed
TR_41000603,OR_31004959,Credit Card,Successful
TR_41000604,OR_31008228,Wallet,Failed
TR_41000605,OR_31002894,Wallet,Successful
TR_41000606,OR_31005026,Wallet,Failed
TR_41000607,OR_31003033,Debit Card,Successful
TR_41000608,OR_31000009,Net Banking,Failed
TR_41000609,OR_31007649,Wallet,Successful
TR_41000610,OR_31007580,UPI,Failed
TR_41000611,OR_31001578,Net Banking,Successful
TR_41000612,OR_31008078,UPI,Failed
TR_41000613,OR_31000569,Credit Card,Failed
TR_41000614,OR_31003180,Debit Card,Failed
TR_41000615,OR_31006868,Debit Card,Failed
TR_41000616,OR_31006028,UPI,Successful
TR_41000617,OR_31008956,Wallet,Successful
TR_41000618,OR_31009587,Wallet,Failed
TR_41000619,OR_31001782,Net Banking,Successful
TR_41000620,OR_31008962,UPI,Successful
TR_41000621,OR_31004994,Debit Card,Failed
TR_41000622,OR_31005274,Debit Card,Successful
TR_41000623,OR_31004933,Debit Card,Failed
TR_41000624,OR_31002029,Net Banking,Failed
TR_41000625,OR_31005450,UPI,Failed
TR_41000626,OR_31005975,Wallet,Failed
TR_41000627,OR_31008653,Debit Card,Successful
TR_41000628,OR_31003322,Debit Card,Successful
TR_41000629,OR_31001213,Credit Card,Failed
TR_41000630,OR_31008036,UPI,Successful
TR_41000631,OR_31009367,Debit Card,Successful
TR_41000632,OR_31007853,Debit Card,Failed
TR_41000633,OR_31009358,Net Banking,Successful
TR_41000634,OR_31001819,Wallet,Failed
TR_41000635,OR_31000339,UPI,Successful
TR_41000636,OR_31004784,UPI,Successful
TR_41000637,OR_31008027,Wallet,Successful
TR_41000638,OR_31004242,Wallet,Successful
TR_41000639,OR_31007158,Credit Card,Successful
TR_41000640,OR_31000965,UPI,Successful
TR_41000641,OR_31009152,UPI,Failed
TR_41000642,OR_31000323,Net Banking,Failed
TR_41000643,OR_31006161,Net Banking,Failed
TR_41000644,OR_31007256,Wallet,Failed
TR_41000645,OR_31007339,Debit Card,Successful
TR_41000646,OR_31002108,UPI,Successful
TR_41000647,OR_31001574,Wallet,Failed
TR_41000648,OR_31001699,Net Banking,Failed
TR_41000649,OR_31008035,Wallet,Failed
TR_41000650,OR_31001888,UPI,Failed
TR_41000651,OR_31004072,Wallet,Successful
TR_41000652,OR_31003279,Net Banking,Successful
TR_41000653,OR_31000442,UPI,Failed
TR_41000654,OR_31001798,Credit Card,Failed
TR_41000655,OR_31004081,Wallet,Successful
TR_41000656,OR_31002465,Wallet,Failed
TR_41000657,OR_31001892,Wallet,Successful
TR_41000658,OR_31008597,Wallet,Successful
TR_41000659,OR_31000736,UPI,Successful
TR_41000660,OR_31006390,UPI,Failed
TR_41000661,OR_31001305,Wallet,Failed
TR_41000662,OR_31006828,Wallet,Failed
TR_41000663,OR_31002879,Credit Card,Failed
TR_41000664,OR_31001052,Wallet,Successful
TR_41000665,OR_31009137,Credit Card,Successful
TR_41000666,OR_31001058,Net Banking,Successful
TR_41000667,OR_31009793,Wallet,Failed
TR_41000668,OR_31004134,Credit Card,Successful
TR_41000669,OR_31004211,Credit Card,Failed
TR_41000670,OR_31006258,UPI,Successful
TR_41000671,OR_31008870,Credit Card,Successful
TR_41000672,OR_31003523,Net Banking,Successful
TR_41000673,OR_31006735,Credit Card,Successful
TR_41000674,OR_31001663,Wallet,Successful
TR_41000675,OR_31002419,Debit Card,Successful
TR_41000676,OR_31003519,Credit Card,Successful
TR_41000677,OR_31008987,Credit Card,Failed
TR_41000678,OR_31009875,UPI,Failed
TR_41000679,OR_31006759,Wallet,Failed
TR_41000680,OR_31003636,Credit Card,Successful
TR_41000681,OR_31000411,Credit Card,Failed
TR_41000682,OR_31004864,Credit Card,Successful
TR_41000683,OR_31006273,Credit Card,Successful
TR_41000684,OR_31005383,UPI,Failed
TR_41000685,OR_31009283,UPI,Failed
TR_41000686,OR_31004020,Wallet,Failed
TR_41000687,OR_31001935,UPI,Successful
TR_41000688,OR_31001040,Net Banking,Failed
TR_41000689,OR_31009704,Net Banking,Failed
TR_41000690,OR_31002743,Debit Card,Failed
TR_41000691,OR_31005134,Wallet,Failed
TR_41000692,OR_31002207,UPI,Successful
TR_41000693,OR_31000358,Net Banking,Failed
TR_41000694,OR_31007571,Debit Card,Successful
TR_41000695,OR_31000055,Wallet,Failed
TR_41000696,OR_31004114,Wallet,Failed
TR_41000697,OR_31005996,Debit Card,Successful
TR_41000698,OR_31007762,Wallet,Failed
TR_41000699,OR_31008973,Debit Card,Successful
TR_41000700,OR_31004907,Net Banking,Failed
TR_41000701,OR_31001610,Debit Card,Failed
TR_41000702,OR_31008967,Net Banking,Successful
TR_41000703,OR_31007150,Net Banking,Successful
TR_41000704,OR_31001650,Net Banking,Successful
TR_41000705,OR_31008998,Net Banking,Successful
TR_41000706,OR_31005312,Wallet,Failed
TR_41000707,OR_31008879,Debit Card,Successful
TR_41000708,OR_31005939,Credit Card,Successful
TR_41000709,OR_31009442,Wallet,Failed
TR_41000710,OR_31005993,Credit Card,Successful
TR_41000711,OR_31003900,Credit Card,Failed
TR_41000712,OR_31001096,Debit Card,Successful
TR_41000713,OR_31008803,Debit Card,Successful
TR_41000714,OR_31004144,Credit Card,Successful
TR_41000715,OR_31004448,Net Banking,Successful
TR_41000716,OR_31003686,UPI,Successful
TR_41000717,OR_31004102,Net Banking,Failed
TR_41000718,OR_31006452,Debit Card,Successful
TR_41000719,OR_31003838,UPI,Failed
TR_41000720,OR_31006922,Net Banking,Successful
TR_41000721,OR_31007558,Wallet,Successful
TR_41000722,OR_31003377,Net Banking,Successful
TR_41000723,OR_31004444,Net Banking,Successful
TR_41000724,OR_31009073,Wallet,Successful
TR_41000725,OR_31003684,UPI,Failed
TR_41000726,OR_31007331,Credit Card,Successful
TR_41000727,OR_31009918,UPI,Successful
TR_41000728,OR_31003616,Wallet,Successful
TR_41000729,OR_31001099,Wallet,Failed
TR_41000730,OR_31006822,Wallet,Failed
TR_41000731,OR_31001469,Debit Card,Failed
TR_41000732,OR_31006228,Debit Card,Successful
TR_41000733,OR_31004227,Credit Card,Successful
TR_41000734,OR_31006272,Credit Card,Failed
TR_41000735,OR_31007512,Wallet,Successful
TR_41000736,OR_31002140,Credit Card,Successful
TR_41000737,OR_31008768,Wallet,Successful
TR_41000738,OR_31002106,Net Banking,Failed
TR_41000739,OR_31002066,Wallet,Successful
TR_41000740,OR_31007022,Wallet,Successful
TR_41000741,OR_31005621,Net Banking,Failed
TR_41000742,OR_31003119,Credit Card,Failed
TR_41000743,OR_31005684,UPI,Failed
TR_41000744,OR_31006807,Wallet,Failed
TR_41000745,OR_31008894,UPI,Failed
TR_41000746,OR_31004031,Wallet,Successful
TR_41000747,OR_31002115,Credit Card,Failed
TR_41000748,OR_31001368,Debit Card,Failed
TR_41000749,OR_31006299,Credit Card,Successful
TR_41000750,OR_31005298,UPI,Successful
TR_41000751,OR_31005104,UPI,Failed
TR_41000752,OR_31005564,Net Banking,Failed
TR_41000753,OR_31005582,Credit Card,Failed
TR_41000754,OR_31005533,UPI,Failed
TR_41000755,OR_31004742,Credit Card,Failed
TR_41000756,OR_31001578,Net Banking,Successful
TR_41000757,OR_31002104,UPI,Failed
TR_41000758,OR_31009590,Net Banking,Successful
TR_41000759,OR_31001763,UPI,Failed
TR_41000760,OR_31005909,Debit Card,Failed
TR_41000761,OR_31005506,Net Banking,Successful
TR_41000762,OR_31009323,Debit Card,Failed
TR_41000763,OR_31009097,Credit Card,Successful
TR_41000764,OR_31004311,Wallet,Successful
TR_41000765,OR_31004109,Wallet,Successful
TR_41000766,OR_31001807,UPI,Failed
TR_41000767,OR_31006777,Credit Card,Failed
TR_41000768,OR_31005345,Net Banking,Failed
TR_41000769,OR_31006318,Debit Card,Failed
TR_41000770,OR_31001451,Net Banking,Failed
TR_41000771,OR_31002356,Credit Card,Successful
TR_41000772,OR_31004542,Credit Card,Successful
TR_41000773,OR_31003114,UPI,Failed
TR_41000774,OR_31000788,Credit Card,Failed
TR_41000775,OR_31006273,Net Banking,Successful
TR_41000776,OR_31003360,Debit Card,Successful
TR_41000777,OR_31009431,Net Banking,Successful
TR_41000778,OR_31007599,UPI,Failed
TR_41000779,OR_31007962,Debit Card,Failed
TR_41000780,OR_31009970,Net Banking,Failed
TR_41000781,OR_31005894,UPI,Failed
TR_41000782,OR_31006605,Debit Card,Failed
TR_41000783,OR_31003313,Wallet,Successful
TR_41000784,OR_31006406,Debit Card,Successful
TR_41000785,OR_31002708,Credit Card,Failed
TR_41000786,OR_31001919,Credit Card,Failed
TR_41000787,OR_31001833,UPI,Successful
TR_41000788,OR_31003061,UPI,Failed
TR_41000789,OR_31003549,UPI,Successful
TR_41000790,OR_31006019,UPI,Failed
TR_41000791,OR_31003229,Wallet,Failed
TR_41000792,OR_31001546,Debit Card,Successful
TR_41000793,OR_31005839,Credit Card,Successful
TR_41000794,OR_31007362,Credit Card,Failed
TR_41000795,OR_31003803,Debit Card,Successful
TR_41000796,OR_31008751,Net Banking,Successful
TR_41000797,OR_31002422,Credit Card,Successful
TR_41000798,OR_31005947,UPI,Successful
TR_41000799,OR_31007674,Debit Card,Successful
TR_41000800,OR_31002259,UPI,Failed
TR_41000801,OR_31005843,Debit Card,Successful
TR_41000802,OR_31008766,UPI,Successful
TR_41000803,OR_31003027,Credit Card,Failed
TR_41000804,OR_31001414,Debit Card,Successful
TR_41000805,OR_31005742,Credit Card,Failed
TR_41000806,OR_31007435,Credit Card,Successful
TR_41000807,OR_31000406,Debit Card,Failed
TR_41000808,OR_31003431,Credit Card,Successful
TR_41000809,OR_31001356,Net Banking,Successful
TR_41000810,OR_31003046,Net Banking,Successful
TR_41000811,OR_31007512,Net Banking,Failed
TR_41000812,OR_31004504,UPI,Successful
TR_41000813,OR_31009434,UPI,Failed
TR_41000814,OR_31009789,Credit Card,Failed
TR_41000815,OR_31001961,Wallet,Failed
TR_41000816,OR_31008594,Wallet,Successful
TR_41000817,OR_31005827,UPI,Successful
TR_41000818,OR_31000761,Credit Card,Failed
TR_41000819,OR_31004272,Wallet,Failed
TR_41000820,OR_31009074,Credit Card,Failed
TR_41000821,OR_31008852,Net Banking,Failed
TR_41000822,OR_31005350,UPI,Failed
TR_41000823,OR_31007116,UPI,Successful
TR_41000824,OR_31009466,Net Banking,Failed
TR_41000825,OR_31009289,UPI,Successful
TR_41000826,OR_31003841,Credit Card,Failed
TR_41000827,OR_31009674,Wallet,Failed
TR_41000828,OR_31007740,Credit Card,Failed
TR_41000829,OR_31007984,Debit Card,Failed
TR_41000830,OR_31008670,Wallet,Successful
TR_41000831,OR_31009687,Debit Card,Successful
TR_41000832,OR_31009749,Debit Card,Successful
TR_41000833,OR_31007148,Wallet,Successful
TR_41000834,OR_31008799,Debit Card,Successful
TR_41000835,OR_31005805,Net Banking,Failed
TR_41000836,OR_31003194,Wallet,Failed
TR_41000837,OR_31003906,Debit Card,Successful
TR_41000838,OR_31001171,Wallet,Failed
TR_41000839,OR_31005903,Credit Card,Failed
TR_41000840,OR_31007535,Credit Card,Failed
TR_41000841,OR_31009290,Credit Card,Failed
TR_41000842,OR_31009661,Wallet,Successful
TR_41000843,OR_31005673,Net Banking,Successful
TR_41000844,OR_31005138,Credit Card,Successful
TR_41000845,OR_31003131,UPI,Successful
TR_41000846,OR_31007620,Net Banking,Successful
TR_41000847,OR_31001697,UPI,Successful
TR_41000848,OR_31000048,Credit Card,Failed
TR_41000849,OR_31000752,Credit Card,Failed
TR_41000850,OR_31009849,Debit Card,Failed
TR_41000851,OR_31008165,Credit Card,Successful
TR_41000852,OR_31008695,Net Banking,Successful
TR_41000853,OR_31001816,Wallet,Failed
TR_41000854,OR_31002871,Net Banking,Failed
TR_41000855,OR_31001771,UPI,Successful
TR_41000856,OR_31004909,UPI,Successful
TR_41000857,OR_31003754,Debit Card,Successful
TR_41000858,OR_31005707,UPI,Failed
TR_41000859,OR_31002741,Debit Card,Failed
TR_41000860,OR_31002329,Wallet,Failed
TR_41000861,OR_31003624,Net Banking,Failed
TR_41000862,OR_31003042,Net Banking,Failed
TR_41000863,OR_31000394,Wallet,Successful
TR_41000864,OR_31007922,Net Banking,Failed
TR_41000865,OR_31003761,Wallet,Failed
TR_41000866,OR_31007701,Debit Card,Successful
TR_41000867,OR_31007402,UPI,Failed
TR_41000868,OR_31004269,Wallet,Successful
TR_41000869,OR_31006543,Credit Card,Successful
TR_41000870,OR_31003256,Net Banking,Failed
TR_41000871,OR_31009611,Credit Card,Successful
TR_41000872,OR_31001864,Net Banking,Failed
TR_41000873,OR_31001538,Wallet,Failed
TR_41000874,OR_31004509,Credit Card,Failed
TR_41000875,OR_31001825,Wallet,Successful
TR_41000876,OR_31001505,Net Banking,Successful
TR_41000877,OR_31004929,Debit Card,Failed
TR_41000878,OR_31005404,UPI,Successful
TR_41000879,OR_31000845,Debit Card,Failed
TR_41000880,OR_31003733,Credit Card,Successful
TR_41000881,OR_31002284,Wallet,Successful
TR_41000882,OR_31001544,Wallet,Successful
TR_41000883,OR_31005017,Credit Card,Successful
TR_41000884,OR_31001391,UPI,Failed
TR_41000885,OR_31004754,Net Banking,Failed
TR_41000886,OR_31005925,Wallet,Successful
TR_41000887,OR_31008124,UPI,Successful
TR_41000888,OR_31008271,Wallet,Successful
TR_41000889,OR_31008138,Credit Card,Failed
TR_41000890,OR_31009173,Credit Card,Failed
TR_41000891,OR_31000576,Net Banking,Successful
TR_41000892,OR_31009728,Debit Card,Failed
TR_41000893,OR_31008375,Net Banking,Successful
TR_41000894,OR_31007807,Debit Card,Successful
TR_41000895,OR_31007491,Debit Card,Failed
TR_41000896,OR_31000497,Net Banking,Successful
TR_41000897,OR_31005827,Credit Card,Failed
TR_41000898,OR_31007477,Debit Card,Failed
TR_41000899,OR_31008429,Net Banking,Successful
TR_41000900,OR_31008954,UPI,Successful
TR_41000901,OR_31002000,Credit Card,Successful
TR_41000902,OR_31008145,Credit Card,Failed
TR_41000903,OR_31006134,Debit Card,Successful
TR_41000904,OR_31004150,Net Banking,Failed
TR_41000905,OR_31005320,UPI,Failed
TR_41000906,OR_31008409,Debit Card,Failed
TR_41000907,OR_31006241,UPI,Failed
TR_41000908,OR_31008345,UPI,Failed
TR_41000909,OR_31007939,Net Banking,Failed
TR_41000910,OR_31007529,Wallet,Failed
TR_41000911,OR_31005602,Wallet,Successful
TR_41000912,OR_31001174,Credit Card,Successful
TR_41000913,OR_31006541,Credit Card,Successful
TR_41000914,OR_31009246,Debit Card,Failed
TR_41000915,OR_31003850,Credit Card,Successful
TR_41000916,OR_31008083,Net Banking,Failed
TR_41000917,OR_31005896,UPI,Failed
TR_41000918,OR_31001066,Net Banking,Failed
TR_41000919,OR_31009178,Net Banking,Failed
TR_41000920,OR_31008325,Credit Card,Successful
TR_41000921,OR_31003044,UPI,Successful
TR_41000922,OR_31001746,Net Banking,Successful
TR_41000923,OR_31001006,Debit Card,Successful
TR_41000924,OR_31000099,Debit Card,Failed
TR_41000925,OR_31003958,Net Banking,Failed
TR_41000926,OR_31002037,Wallet,Failed
TR_41000927,OR_31008062,Wallet,Failed
TR_41000928,OR_31000922,Debit Card,Failed
TR_41000929,OR_31006560,Wallet,Successful
TR_41000930,OR_31005736,Wallet,Successful
TR_41000931,OR_31004763,Net Banking,Failed
TR_41000932,OR_31006001,UPI,Failed
TR_41000933,OR_31001871,Credit Card,Failed
TR_41000934,OR_31001069,Net Banking,Successful
TR_41000935,OR_31001536,Net Banking,Successful
TR_41000936,OR_31006770,Debit Card,Failed
TR_41000937,OR_31001814,Net Banking,Successful
TR_41000938,OR_31003731,Net Banking,Successful
TR_41000939,OR_31005236,Net Banking,Successful
TR_41000940,OR_31000130,UPI,Successful
TR_41000941,OR_31003673,Credit Card,Failed
TR_41000942,OR_31000348,Net Banking,Successful
TR_41000943,OR_31005334,Credit Card,Failed
TR_41000944,OR_31002428,UPI,Successful
TR_41000945,OR_31006802,Debit Card,Successful
TR_41000946,OR_31002902,Debit Card,Successful
TR_41000947,OR_31003130,Debit Card,Failed
TR_41000948,OR_31003802,Net Banking,Successful
TR_41000949,OR_31000175,Debit Card,Failed
TR_41000950,OR_31002719,Net Banking,Successful
TR_41000951,OR_31004378,Net Banking,Successful
TR_41000952,OR_31002669,Debit Card,Successful
TR_41000953,OR_31000218,Credit Card,Successful
TR_41000954,OR_31008385,Wallet,Failed
TR_41000955,OR_31000044,Wallet,Successful
TR_41000956,OR_31003720,Net Banking,Successful
TR_41000957,OR_31005980,Credit Card,Successful
TR_41000958,OR_31008131,Credit Card,Failed
TR_41000959,OR_31004945,Credit Card,Successful
TR_41000960,OR_31009431,Wallet,Failed
TR_41000961,OR_31002465,Credit Card,Successful
TR_41000962,OR_31004611,UPI,Failed
TR_41000963,OR_31007647,Debit Card,Failed
TR_41000964,OR_31002337,Debit Card,Successful
TR_41000965,OR_31000625,UPI,Successful
TR_41000966,OR_31000104,Net Banking,Failed
TR_41000967,OR_31007715,UPI,Failed
TR_41000968,OR_31004020,UPI,Successful
TR_41000969,OR_31009885,Debit Card,Successful
TR_41000970,OR_31003794,Wallet,Failed
TR_41000971,OR_31000034,Credit Card,Failed
TR_41000972,OR_31008353,Credit Card,Failed
TR_41000973,OR_31002756,Credit Card,Successful
TR_41000974,OR_31001732,Debit Card,Successful
TR_41000975,OR_31002805,Net Banking,Successful
TR_41000976,OR_31006517,Credit Card,Successful
TR_41000977,OR_31000777,Net Banking,Failed
TR_41000978,OR_31001844,Debit Card,Failed
TR_41000979,OR_31001067,Wallet,Successful
TR_41000980,OR_31006504,Credit Card,Failed
TR_41000981,OR_31000023,Credit Card,Successful
TR_41000982,OR_31009654,Net Banking,Failed
TR_41000983,OR_31007589,UPI,Successful
TR_41000984,OR_31000954,UPI,Successful
TR_41000985,OR_31006700,Net Banking,Failed
TR_41000986,OR_31005427,Credit Card,Failed
TR_41000987,OR_31001904,Wallet,Failed
TR_41000988,OR_31001584,Debit Card,Successful
TR_41000989,OR_31005977,Credit Card,Failed
TR_41000990,OR_31001705,Net Banking,Successful
TR_41000991,OR_31001076,Wallet,Failed
TR_41000992,OR_31009044,Net Banking,Failed
TR_41000993,OR_31000027,UPI,Failed
TR_41000994,OR_31003843,Wallet,Successful
TR_41000995,OR_31004469,Debit Card,Successful
TR_41000996,OR_31008361,Net Banking,Failed
TR_41000997,OR_31002503,Debit Card,Successful
TR_41000998,OR_31002291,Debit Card,Failed
TR_41000999,OR_31006551,Credit Card,Failed
TR_41001000,OR_31001494,Debit Card,Failed
TR_41001001,OR_31005719,Debit Card,Successful
TR_41001002,OR_31000704,UPI,Successful
TR_41001003,OR_31004413,Wallet,Failed
TR_41001004,OR_31002576,UPI,Successful
TR_41001005,OR_31007047,Wallet,Successful
TR_41001006,OR_31007974,Debit Card,Failed
TR_41001007,OR_31006874,Credit Card,Successful
TR_41001008,OR_31007979,Wallet,Successful
TR_41001009,OR_31001720,Debit Card,Successful
TR_41001010,OR_31005383,Credit Card,Successful
TR_41001011,OR_31000487,Debit Card,Failed
TR_41001012,OR_31007666,Wallet,Successful
TR_41001013,OR_31000075,UPI,Failed
TR_41001014,OR_31009804,UPI,Failed
TR_41001015,OR_31000383,Debit Card,Successful
TR_41001016,OR_31003317,Wallet,Failed
TR_41001017,OR_31000341,UPI,Failed
TR_41001018,OR_31002888,UPI,Successful
TR_41001019,OR_31009025,Credit Card,Successful
TR_41001020,OR_31000187,Net Banking,Failed
TR_41001021,OR_31007686,Net Banking,Successful
TR_41001022,OR_31005904,Credit Card,Successful
TR_41001023,OR_31002517,Wallet,Successful
TR_41001024,OR_31002757,Credit Card,Failed
TR_41001025,OR_31003180,Debit Card,Failed
TR_41001026,OR_31005575,UPI,Failed
TR_41001027,OR_31000202,Debit Card,Failed
TR_41001028,OR_31009476,Wallet,Successful
TR_41001029,OR_31007740,Debit Card,Successful
TR_41001030,OR_31008237,Wallet,Failed
TR_41001031,OR_31004893,Debit Card,Failed
TR_41001032,OR_31007756,UPI,Failed
TR_41001033,OR_31004703,Wallet,Failed
TR_41001034,OR_31004354,UPI,Failed
TR_41001035,OR_31007950,Debit Card,Failed
TR_41001036,OR_31007679,Debit Card,Failed
TR_41001037,OR_31002897,Net Banking,Successful
TR_41001038,OR_31009513,Net Banking,Failed
TR_41001039,OR_31007254,UPI,Failed
TR_41001040,OR_31001344,Debit Card,Failed
TR_41001041,OR_31001475,Debit Card,Failed
TR_41001042,OR_31000586,Credit Card,Successful
TR_41001043,OR_31000763,Wallet,Successful
TR_41001044,OR_31001579,Wallet,Successful
TR_41001045,OR_31007061,Debit Card,Successful
TR_41001046,OR_31008184,Wallet,Successful
TR_41001047,OR_31006900,UPI,Failed
TR_41001048,OR_31001571,UPI,Successful
